,MKT,SMB,WML,BAB
2018-02-28 00:00:00+05:30,-0.05142497583636818,0.07135412373736487,0.011897246307418508,0.051600579255322944
2018-03-31 00:00:00+05:30,-0.035373915284081514,0.04006589282208155,0.036150607299792206,0.00043689482572158156
2018-04-30 00:00:00+05:30,0.051091683572797475,0.0897286102211062,0.0285939102774937,0.05858270967790935
2018-05-31 00:00:00+05:30,0.02145179097831984,-0.053317246310794854,0.0030238551148785344,-0.011228476183057369
2018-06-30 00:00:00+05:30,0.012939937846081495,0.05099099804352507,0.0936311563859032,0.0006065357780274212
2018-07-31 00:00:00+05:30,0.09909363329006204,0.0021675377938169954,-0.008054781622718776,-0.09021548706893281
2018-08-31 00:00:00+05:30,0.029081350463269207,-0.05144421828748443,-0.02836465692262672,-0.04032114178618473
2018-09-30 00:00:00+05:30,-0.06966483313186667,0.026035717374024464,0.07347169589790004,0.19702343630228647
2018-10-31 00:00:00+05:30,-0.02273071126649273,-0.14511655423498712,-0.15025440362032155,-0.15265105407583657
2018-11-30 00:00:00+05:30,0.04619412344687435,0.047360161229064834,-0.07662086334506897,0.010698883847615047
2018-12-31 00:00:00+05:30,-0.0026997814303015844,-0.031364010120062846,-0.013854285858214244,-0.039429678113413726
2019-01-31 00:00:00+05:30,0.02258698744330756,-0.000775253753924436,0.05741939869330241,0.06080182925380858
2019-02-28 00:00:00+05:30,-0.014848532093610922,0.044033053127800995,0.024425997929658272,0.02568883180563786
2019-03-31 00:00:00+05:30,0.061392581414242864,-0.1345643332032527,-0.00894431618143092,-0.1438744381823402
2019-04-30 00:00:00+05:30,0.026631598682182345,0.04177975174205221,-0.02168810045109363,0.09769559845480495
2019-05-31 00:00:00+05:30,0.014716948478952219,-0.08648781234359204,-0.0015825221760355692,-0.10305938965313614
2019-06-30 00:00:00+05:30,-0.007745859685184042,-0.04459986527752228,0.054753520543890044,-0.04632664121535186
2019-07-31 00:00:00+05:30,-0.046030907204442695,0.04498976311958547,-0.02900588333463671,0.05899540813100959
2019-08-31 00:00:00+05:30,0.001040413795634354,0.1426417797554709,-0.08872207379768567,0.06542015751505922
2019-09-30 00:00:00+05:30,0.043802015826153395,-0.011132176849806198,0.07018944018063608,-0.14645326246315224
2019-10-31 00:00:00+05:30,0.04366539483651244,0.003344212052735468,-0.11194442119366835,-0.0677554549047589
2019-11-30 00:00:00+05:30,-0.001351043358581161,-0.14383939621611616,0.05683679237655278,-0.07577625627952325
2019-12-31 00:00:00+05:30,0.019322930024899376,0.03019201306161401,-0.011391381707561193,0.034735075940733814
2020-01-31 00:00:00+05:30,-0.02639169530866814,0.004143991366383368,0.008646939123875597,0.021023798169744645
2020-02-29 00:00:00+05:30,-0.04654901166710046,0.004785186299052301,0.05469055278611571,-0.026705829769534728
2020-03-31 00:00:00+05:30,-0.2437235561982517,0.16325263524796677,-0.04875006644643559,0.3103854321601687
2020-04-30 00:00:00+05:30,0.11270673368066886,0.034611773811262125,0.028543439529770676,-0.11357409792688997
2020-05-31 00:00:00+05:30,-0.04494820503755015,0.10442098596546052,0.04354879331009205,0.09581616913450539
2020-06-30 00:00:00+05:30,0.10231552621012074,-0.06208909866721194,-0.11876589360426613,-0.15261499963372396
2020-07-31 00:00:00+05:30,0.11015917802037345,0.05213886541424221,-0.012113985548458855,0.06115040724963454
2020-08-31 00:00:00+05:30,0.046573063078833465,-0.045663305333541127,-0.13070512666858422,-0.08022641866589923
2020-09-30 00:00:00+05:30,0.006110974936272884,0.13194777080425257,0.1780785573523927,0.16031531152854417
2020-10-31 00:00:00+05:30,0.046797973888141664,-0.0031139771936418564,-0.026250244097228207,0.04008825773592273
2020-11-30 00:00:00+05:30,0.10941587026123134,-0.23209350013264904,-0.32484924317889086,-0.31457796546898176
2020-12-31 00:00:00+05:30,0.09474511602219904,0.05020265843250406,-0.02362007025783619,0.02783785141308616
2021-01-31 00:00:00+05:30,-0.025760236471730313,-0.03267290178550427,-0.01078672289432203,0.06656390487664046
2021-02-28 00:00:00+05:30,0.05734523386801649,-0.2569102497922693,-0.2260844013271278,-0.24793918247407631
2021-03-31 00:00:00+05:30,0.007781684941146505,0.10949540360307777,-0.09477134330286537,0.10958868434680977
2021-04-30 00:00:00+05:30,0.0033589579992872043,-0.016735357997352783,0.09427550425571796,-0.03823302116273741
2021-05-31 00:00:00+05:30,0.08786512511789324,-0.021711467474570936,0.02417684201847152,-0.030902015371367275
2021-06-30 00:00:00+05:30,0.018931382909674888,0.06561236696543356,0.01441327676523437,0.06321601904652019
2021-07-31 00:00:00+05:30,-0.0031482256987174217,-0.06683197709015501,0.09879425966816661,-0.06435547178471979
2021-08-31 00:00:00+05:30,0.08086181375992907,0.03660458736114599,0.029074442771004835,0.02957226153014103
2021-09-30 00:00:00+05:30,0.018768479200071297,0.011995431925474326,-0.041473584029322066,-0.02156488339973702
2021-10-31 00:00:00+05:30,0.006024493471300296,-0.12341743394215329,0.024897121719511674,-0.12234014039518185
2021-11-30 00:00:00+05:30,-0.03903850394199293,0.08197199916123332,-0.0445743112813846,0.10875871184211165
2021-12-31 00:00:00+05:30,0.0360876549891429,0.05324158057056742,0.03573093625197214,0.06819909428964624
2022-01-31 00:00:00+05:30,-0.0025093829637551357,-0.05005311727086241,-0.09070902208276821,-0.1290458257297081
2022-02-28 00:00:00+05:30,-0.03723991090592216,0.04208550388991353,0.016726411791239126,0.03567749956742443
2022-03-31 00:00:00+05:30,0.02432871079132415,-0.03458742859802396,-0.025546618876403006,0.030794343550085222
2022-04-30 00:00:00+05:30,-0.04133799743251043,0.018344926722573783,-0.02512038416700734,-0.040302241150322146
2022-05-31 00:00:00+05:30,-0.046494716207493014,-0.031671449051934863,-0.009259642126234799,0.013571819086717
2022-06-30 00:00:00+05:30,-0.04540982190297693,0.02390968227532801,0.03583991914578295,0.043523027330761334
2022-07-31 00:00:00+05:30,0.09311408674628541,-0.024063823587529606,-0.09224345517680824,-0.14863437380859015
2022-08-31 00:00:00+05:30,0.010711338338194043,-0.033515341100842165,0.04660888033604027,0.02162324084465017
2022-09-30 00:00:00+05:30,-0.04197599229706406,-0.01116898926051187,0.035513969265649245,-0.04453969392878968
2022-10-31 00:00:00+05:30,0.03232441661296659,-0.038943703088641035,-0.022646125950903838,0.009686661602361387
2022-11-30 00:00:00+05:30,0.026881675056369847,-0.04924299942898247,-0.04577079807649209,0.03718729122113055
2022-12-31 00:00:00+05:30,-0.04203195402700255,-0.032470538674278335,0.01360028467742077,-0.03222573037138117
2023-01-31 00:00:00+05:30,-0.04130546930735124,0.05104326180401183,-0.08106803469747374,-0.02040874604291021
2023-02-28 00:00:00+05:30,-0.011705464877690752,0.007988988454064854,-0.02561209704950903,0.013754357712735662
2023-03-31 00:00:00+05:30,-0.028541751356761735,-0.04177297671259106,0.05803941980610935,0.04102243386250441
2023-04-30 00:00:00+05:30,0.032812396608510985,-0.037158780935906036,-0.027166683344862046,0.027257185295979015
2023-05-31 00:00:00+05:30,0.03781907659032524,0.07366867662059255,-0.04322112905909059,-0.0008975017987797873
2023-06-30 00:00:00+05:30,0.010861098385668289,0.024180654332042084,-0.005310317558270235,0.017950351328972013
2023-07-31 00:00:00+05:30,0.02912515390924031,-0.02533139160818717,-0.009986861784983462,-0.012024006552762218
2023-08-31 00:00:00+05:30,-0.026484192212855584,0.04691064221190906,-0.06956034395272133,-0.002109248475218057
2023-09-30 00:00:00+05:30,0.01098655980705665,0.01924787284613897,0.008392333794699836,-0.04323047472583945
2023-10-31 00:00:00+05:30,-0.045883060376565976,0.002658155331077383,0.005589219685344392,0.011967131155075937
2023-11-30 00:00:00+05:30,0.025252600025580607,0.00727491176596114,-0.050555036584065724,0.023734207876144442
2023-12-31 00:00:00+05:30,0.07134616218423817,-0.049994813141014095,-0.0686616985086043,-0.03282624082606963
2024-01-31 00:00:00+05:30,-0.01821341854026881,-0.006943815178944122,-0.00946693834469644,-0.06627567194008784
2024-02-29 00:00:00+05:30,0.028766083897490358,-0.00520682200457305,0.11836816198349213,-0.05828059622881329
2024-03-31 00:00:00+05:30,0.004045708078211696,-0.0016161152111735522,-0.06912496758454525,0.13227175573016742
2024-04-30 00:00:00+05:30,0.001851102306573038,-0.062400387585773966,0.029022998593227916,0.07090101183022805
2024-05-31 00:00:00+05:30,-0.024871947506093117,-0.018984823931249117,-0.009789436129680047,0.012758299359845921
2024-06-30 00:00:00+05:30,0.06431921419001685,-0.04845842159376135,-0.028977751081558607,-0.0710808699881104
2024-07-31 00:00:00+05:30,0.03329858885975101,0.09019369256519738,0.009857287180484212,0.09080945998358365
2024-08-31 00:00:00+05:30,0.003724051413676044,0.012679228954776764,-0.05521056203459829,-0.00876328722866156
2024-09-30 00:00:00+05:30,0.009413711885171816,0.0023524313844826387,-0.08438060881780104,0.009574306642805121
2024-10-31 00:00:00+05:30,-0.05993435091510935,-0.13593450462546333,0.09831056518574377,-0.10247376236728116
2024-11-30 00:00:00+05:30,-0.004249903711404657,-0.04768718246183275,0.09242478259563651,-0.0484346234303031
2024-12-31 00:00:00+05:30,-0.024040596722159857,-0.020368519820211702,0.02661654117620597,-0.05683575250637074
2025-01-31 00:00:00+05:30,0.023000876156587413,0.07953755997177325,-0.07399744732272218,-0.06339827852403715
2025-02-28 00:00:00+05:30,-0.060327104786576435,-0.0357841065211036,0.0829323508229662,-0.016333794666262502
2025-03-31 00:00:00+05:30,0.029702234040260844,-0.07384378183038376,-0.0410249898484691,0.01703810418330931
2025-04-30 00:00:00+05:30,0.008712417534248562,-0.02522333758597569,-0.04182854973729497,0.08157729995381229
2025-05-31 00:00:00+05:30,0.009038436468002287,-0.03810479922974641,0.0408771738395615,-0.060112696310063066
2025-06-30 00:00:00+05:30,0.019796749374561884,0.0011522458639020572,-0.014261975158492885,-0.015014859538785934
2025-07-31 00:00:00+05:30,-0.03958837941934956,-0.02883551254195153,0.04372596953499819,0.07997188582281711
2025-08-31 00:00:00+05:30,0.0029374047112238344,0.11532894050821585,-0.052668042212641875,-0.012282862009636871
2025-09-30 00:00:00+05:30,0.0020036333186241873,-0.03259541356800506,0.12348602328597784,-0.06064062906042404
2025-10-31 00:00:00+05:30,0.03652128381833197,0.008927826820229634,-0.02110653716363616,0.009041252633978224
2025-11-30 00:00:00+05:30,0.03431820145679154,0.018235154703791334,-0.027829328306483846,0.03759199818865111
2025-12-31 00:00:00+05:30,-0.002276704178949762,0.027396381251770352,-0.03644601960420409,-0.042299938850724285
2026-01-31 00:00:00+05:30,-0.053670428608900034,-0.10590018473214509,0.007775561788007864,0.06174764194351201
2026-02-28 00:00:00+05:30,-0.04403029874085318,-0.08270854192419726,0.2158034245397306,0.15556898322079082
2026-03-31 00:00:00+05:30,-0.12347235298634796,0.04010115373971479,-0.11396312038250471,-0.03023468130425154
2026-04-30 00:00:00+05:30,0.06525570382744306,0.022056367265729904,0.021508975409992193,0.002461677239563101
2026-05-31 00:00:00+05:30,-0.03574012463356557,0.017285893599644053,0.05025803593060766,-0.005215992260004132
