timestamp,open,high,low,close,volume
2015-01-02 00:00:00+05:30,237.6,242.33,237.6,241.33,5900384
2015-01-05 00:00:00+05:30,242.5,242.64,238.78,239.29,4796000
2015-01-06 00:00:00+05:30,238.5,239.14,234.39,235.57,8219680
2015-01-07 00:00:00+05:30,234.93,237.84,234.07,236.25,5746112
2015-01-08 00:00:00+05:30,238.57,242.24,237.05,241.22,9525824
2015-01-09 00:00:00+05:30,243.23,245.0,241.65,243.92,8985184
2015-01-12 00:00:00+05:30,242.35,243.6,241.13,241.77,4126412
2015-01-13 00:00:00+05:30,242.24,242.99,238.93,240.84,5828348
2015-01-14 00:00:00+05:30,240.02,243.67,239.93,240.98,3685232
2015-01-15 00:00:00+05:30,247.5,249.55,242.69,248.29,11398476
2015-01-16 00:00:00+05:30,250.55,253.73,249.64,250.34,7821308
2015-01-19 00:00:00+05:30,253.32,255.0,250.74,251.14,4239492
2015-01-20 00:00:00+05:30,252.5,256.75,250.5,255.24,8505804
2015-01-21 00:00:00+05:30,256.85,258.24,254.59,254.99,6740612
2015-01-22 00:00:00+05:30,256.25,258.13,254.64,255.32,6470680
2015-01-23 00:00:00+05:30,257.5,262.0,256.1,260.7,9987912
2015-01-27 00:00:00+05:30,260.75,269.44,260.23,268.52,9962400
2015-01-28 00:00:00+05:30,267.5,273.3,263.75,264.59,11364940
2015-01-29 00:00:00+05:30,268.75,275.15,265.25,273.75,20567616
2015-01-30 00:00:00+05:30,273.64,273.64,266.07,269.34,10570416
2015-02-02 00:00:00+05:30,267.13,273.25,263.09,270.4,5710352
2015-02-03 00:00:00+05:30,269.63,270.55,263.83,266.03,10200688
2015-02-04 00:00:00+05:30,265.75,270.2,264.32,266.93,6197512
2015-02-05 00:00:00+05:30,268.75,273.2,267.59,269.13,8059148
2015-02-06 00:00:00+05:30,269.25,269.74,262.52,263.38,6903120
2015-02-09 00:00:00+05:30,261.75,262.94,258.63,260.03,5231896
2015-02-10 00:00:00+05:30,257.5,265.58,257.5,263.62,9275752
2015-02-11 00:00:00+05:30,264.5,266.2,263.25,264.6,4161588
2015-02-12 00:00:00+05:30,266.28,270.48,263.18,269.0,5525740
2015-02-13 00:00:00+05:30,270.3,270.5,265.9,266.45,7714500
2015-02-16 00:00:00+05:30,268.95,271.25,265.63,266.89,7388716
2015-02-18 00:00:00+05:30,266.89,270.74,264.27,268.7,5381692
2015-02-19 00:00:00+05:30,268.5,271.23,265.95,269.95,4507004
2015-02-20 00:00:00+05:30,270.75,272.48,267.13,268.27,6206024
2015-02-23 00:00:00+05:30,269.28,270.39,265.5,266.88,5581564
2015-02-24 00:00:00+05:30,267.58,267.75,264.28,266.92,5846288
2015-02-25 00:00:00+05:30,267.5,268.7,262.5,263.12,4648524
2015-02-26 00:00:00+05:30,263.42,264.0,258.78,259.54,12426944
2015-02-27 00:00:00+05:30,261.37,264.64,261.37,263.5,10261784
2015-02-28 00:00:00+05:30,265.75,269.2,261.04,267.8,11581380
2015-03-02 00:00:00+05:30,270.09,274.75,267.0,270.64,14385232
2015-03-03 00:00:00+05:30,271.62,273.0,269.27,270.84,6029348
2015-03-04 00:00:00+05:30,276.25,277.33,265.0,266.33,12277624
2015-03-05 00:00:00+05:30,266.25,272.5,265.63,271.28,9702452
2015-03-09 00:00:00+05:30,269.27,270.45,264.0,264.75,5755808
2015-03-10 00:00:00+05:30,265.5,265.57,261.25,263.14,5134836
2015-03-11 00:00:00+05:30,262.73,265.48,262.5,264.12,5465536
2015-03-12 00:00:00+05:30,265.03,265.98,262.78,263.65,7530836
2015-03-13 00:00:00+05:30,265.0,266.0,258.65,260.67,5426780
2015-03-16 00:00:00+05:30,261.25,264.48,260.63,262.89,5348772
2015-03-17 00:00:00+05:30,265.0,266.48,260.72,264.52,5369304
2015-03-18 00:00:00+05:30,265.04,267.98,263.3,265.89,5148332
2015-03-19 00:00:00+05:30,267.75,268.45,262.18,263.05,5373572
2015-03-20 00:00:00+05:30,262.75,264.88,261.49,263.98,6483236
2015-03-23 00:00:00+05:30,263.99,264.85,261.5,261.94,5446740
2015-03-24 00:00:00+05:30,260.83,264.25,258.87,259.49,8973564
2015-03-25 00:00:00+05:30,260.02,261.68,257.78,258.57,10608900
2015-03-26 00:00:00+05:30,256.73,258.05,250.53,251.74,35800620
2015-03-27 00:00:00+05:30,253.74,255.89,252.03,253.67,10840896
2015-03-30 00:00:00+05:30,255.0,259.75,253.2,259.23,6955144
2015-03-31 00:00:00+05:30,259.98,259.98,253.72,255.68,5962256
2015-04-01 00:00:00+05:30,256.53,259.22,253.25,258.32,3844196
2015-04-06 00:00:00+05:30,258.75,259.22,254.95,257.99,7151172
2015-04-07 00:00:00+05:30,258.32,259.55,255.92,258.19,6197072
2015-04-08 00:00:00+05:30,260.02,260.62,257.52,258.89,4106144
2015-04-09 00:00:00+05:30,259.57,264.75,257.5,264.03,7002784
2015-04-10 00:00:00+05:30,263.25,263.25,258.72,260.67,6119324
2015-04-13 00:00:00+05:30,260.0,261.58,258.7,259.7,4563236
2015-04-15 00:00:00+05:30,260.0,262.18,256.3,257.92,4893996
2015-04-16 00:00:00+05:30,257.0,258.39,254.5,257.42,5610120
2015-04-17 00:00:00+05:30,256.28,256.97,254.02,254.57,4049012
2015-04-20 00:00:00+05:30,255.0,256.25,250.65,251.28,5188880
2015-04-21 00:00:00+05:30,251.25,253.6,248.9,250.75,6510744
2015-04-22 00:00:00+05:30,251.63,255.25,248.38,253.28,6765936
2015-04-23 00:00:00+05:30,255.02,256.05,251.53,253.38,9627828
2015-04-24 00:00:00+05:30,254.73,254.75,250.09,251.62,7205244
2015-04-27 00:00:00+05:30,251.74,253.13,249.0,251.37,7370704
2015-04-28 00:00:00+05:30,249.89,252.87,247.53,251.14,7942108
2015-04-29 00:00:00+05:30,251.0,252.38,247.0,248.29,7863564
2015-04-30 00:00:00+05:30,247.75,248.75,244.77,247.2,15143684
2015-05-04 00:00:00+05:30,248.52,252.38,248.0,250.24,3141448
